produto,2013_jan,2013_fev,2013_mar,2013_abr,2013_mai,2013_jun,2013_jul,2013_ago,2013_set,2013_out,2013_nov,2013_dez,2014_jan,2014_fev,2014_mar,2014_abr,2014_mai,2014_jun,2014_jul,2014_ago,2014_set,2014_out,2014_nov,2014_dez,2015_jan,2015_fev,2015_mar,2015_abr,2015_mai,2015_jun,2015_jul,2015_ago,2015_set,2015_out,2015_nov,2015_dez,2016_jan,2016_fev,2016_mar,2016_abr,2016_mai,2016_jun,2016_jul,2016_ago,2016_set,2016_out,2016_nov,2016_dez,2017_jan,2017_fev,2017_mar,2017_abr,2017_mai,2017_jun,2017_jul,2017_ago,2017_set,2017_out,2017_nov,2017_dez,2018_jan,2018_fev,2018_mar,2018_abr,2018_mai,2018_jun,2018_jul,2018_ago,2018_set,2018_out,2018_nov,2018_dez,2019_jan,2019_fev,2019_mar,2019_abr,2019_mai,2019_jun,2019_jul,2019_ago,2019_set,2019_out,2019_nov,2019_dez,2020_jan,2020_fev,2020_mar,2020_abr,2020_mai,2020_jun,2020_jul,2020_ago,2020_set,2020_out,2020_nov,2020_dez,2021_jan,2021_fev,2021_mar,2021_abr,2021_mai,2021_jun,2021_jul,2021_ago,2021_set,2021_out,2021_nov,2021_dez,2022_jan,2022_fev,2022_mar,2022_abr,2022_mai,2022_jun,2022_jul,2022_ago,2022_set,2022_out,2022_nov,2022_dez,2023_jan,2023_fev,2023_mar,2023_abr,2023_mai,2023_jun,2023_jul,2023_ago,2023_set,2023_out,2023_nov,2023_dez,2024_jan,2024_fev,2024_mar,2024_abr,2024_mai,2024_jun,2024_jul,2024_ago,2024_set,2024_out,2024_nov,2024_dez,2025_jan,2025_fev,2025_mar,2025_abr,2025_mai,2025_jun,2025_jul,2025_ago,2025_set,2025_out,2025_nov,2025_dez
"Semiacabados P/ Vendas /
Semifinished Products for Sale",601.86,498.926,509.507,524.697,353.76800000000003,319.883,267.459,391.06,433.96999999999997,562.144,433.605,376.57,455.11699999999996,428.16,381.332,424.283,389.757,466.45000000000005,643.247,531.626,817.191,631.51,567.28,559.154,778.021,443.054,575.558,407.815,676.201,779.934,927.48,790.078,991.716,709.147,488.135,1149.443,619.969,648.084,707.095,601.201,876.143,752.935,513.412,744.9010000000001,820.418,641.432,737.669,782.5219999999999,841.551,822.6039999999999,935.366,483.47700000000003,984.224,719.356,694.5690000000001,925.617,667.127,1024.353,760.6850000000001,898.6909999999999,864.45,635.379,715.6569999999999,719.258,452.489,1047.104,717.472,99.986,838.9069999999999,1415.214,823.7460000000001,865.641,1040.067,523.888,557.6940000000001,715.8499999999999,824.701,720.153,732.324,643.125,584.0759999999999,721.413,795.56,784.523,841.324,522.9330000000001,950.04,620.4630000000001,595.727,821.334,661.314,696.09,517.032,580.268,367.123,540.995,365.92400000000004,617.096,1004.259,641.8589999999999,585.7479999999999,751.5120000000001,615.2700000000001,636.006,723.628,480.156,654.702,966.721,732.28,577.587,825.844,820.265,643.415,702.384,633.06,541.3620000000001,529.51,758.349,607.897,663.828,772.08,680.754,778.893,588.764,923.406,962.0569999999999,611.5600000000001,720.443,668.201,907.0509999999999,748.982,581.6840000000001,755.9590000000001,503.45899999999995,647.422,528.905,481.28499999999997,517.3,1229.0439999999999,675.8810000000001,530.875,518.967,318.08,548.01,740.888,490.807,616.1089999999999,488.23400000000004,828.736,966.569,789.836,701.2180000000001,587.2760000000001,669.481,806.518,996.805
Placas / Slabs,547.595,453.566,471.095,462.41,321.5,271.33,235.836,355.317,382.671,529.098,406.171,353.34,395.823,406.458,339.65,395.951,378.524,457.333,633.583,521.674,806.051,628.193,563.247,542.585,753.342,429.517,543.596,389.118,666.964,725.285,832.566,757.59,952.672,667.09,464.566,1096.905,570.322,588.8,651.363,560.734,837.379,731.524,474.944,717.946,800.741,613.088,703.475,697.627,821.657,745.184,887.977,445.862,925.729,675.418,674.177,855.17,665.762,963.038,741.634,785.29,835.139,615.609,700.025,706.798,436.907,1034.478,689.177,99.385,821.829,1394.681,784.229,839.799,1000.694,482.618,530.364,692.069,812.933,717.165,705.64,616.41,538.483,699.792,785.328,740.874,831.448,516.094,907.674,612.71,592.125,790.035,617.014,627.734,479.68,570.678,366.613,540.198,363.961,617.055,997.961,638.944,580.78,733.312,608.224,616.688,695.969,472.63,634.79,881.055,704.336,567.349,804.106,760.215,605.193,688.678,631.188,539.321,524.215,755.548,592.375,658.889,739.739,665.256,774.339,584.506,917.867,959.204,600.643,717.617,657.775,905.333,724.172,575.566,729.863,488.256,622.717,525.446,473.445,514.939,1221.578,662.714,521.591,509.218,315.929,532.793,733.311,471.519,596.328,487.468,814.902,965.377,775.945,682.118,569.243,638.506,801.466,957.439
"Blocos e Tarugos / Ingots, Blooms and Billets",54.265,45.36,38.412,62.287,32.268,48.553,31.623,35.743,51.299,33.046,27.434,23.23,59.294,21.702,41.682,28.332,11.233,9.117,9.664,9.952,11.14,3.317,4.033,16.569,24.679,13.537,31.962,18.697,9.237,54.649,94.914,32.488,39.044,42.057,23.569,52.538,49.647,59.284,55.732,40.467,38.764,21.411,38.468,26.955,19.677,28.344,34.194,84.895,19.894,77.42,47.389,37.615,58.495,43.938,20.392,70.447,1.365,61.315,19.051,113.401,29.311,19.77,15.632,12.46,15.582,12.626,28.295,0.601,17.078,20.533,39.517,25.842,39.373,41.27,27.33,23.781,11.768,2.988,26.684,26.715,45.593,21.621,10.232,43.649,9.876,6.839,42.366,7.753,3.602,31.299,44.3,68.356,37.352,9.59,0.51,0.797,1.963,0.041,6.298,2.915,4.968,18.2,7.046,19.318,27.659,7.526,19.912,85.666,27.944,10.238,21.738,60.05,38.222,13.706,1.872,2.041,5.295,2.801,15.522,4.939,32.341,15.498,4.554,4.258,5.539,2.853,10.917,2.826,10.426,1.718,24.81,6.118,26.096,15.203,24.705,3.459,7.84,2.361,7.466,13.167,9.284,9.749,2.151,15.217,7.577,19.288,19.781,0.766,13.834,1.192,13.891,19.1,18.033,30.975,5.052,39.366
Total (Mil t / Thousand Tonnes),932.857,815.327,718.571,817.359,607.623,542.961,468.416,582.285,632.668,750.7180000000001,622.267,599.588,804.51,627.607,563.4269999999999,650.0150000000001,544.934,733.409,900.221,775.808,1156.724,1046.312,953.223,1024.7620000000002,1069.134,688.269,1025.363,632.907,1100.809,1215.4,1467.937,1293.446,1550.062,1215.982,908.0310000000001,1558.503,976.7630000000001,1065.099,1215.393,1011.6260000000001,1201.435,1214.0819999999999,896.0840000000001,1139.855,1346.545,931.4150000000001,1138.603,1294.75,1264.3980000000001,1173.3509999999999,1384.458,825.595,1450.614,1201.201,1070.489,1471.1419999999998,1161.8449999999998,1565.199,1299.736,1483.2579999999998,1352.324,1033.615,1192.338,1098.256,753.152,1451.4540000000002,984.126,601.646,1054.875,1822.567,1314.067,1286.857,1583.373,896.697,811.44,1063.7659999999998,1235.019,1099.2559999999999,999.5999999999999,917.096,955.506,1144.431,1089.096,1009.5360000000001,1093.975,736.4030000000001,1381.777,880.3760000000001,849.467,1066.4759999999999,875.0609999999999,840.556,749.4110000000001,784.1030000000001,513.979,766.341,527.389,763.366,1393.615,829.5539999999999,743.838,951.7610000000001,825.7800000000001,863.805,944.4490000000001,812.533,963.5550000000001,1354.914,1177.9569999999999,950.449,1276.12,1103.417,1029.6190000000001,1052.7559999999999,960.5829999999999,889.1060000000001,841.246,907.056,809.849,942.554,950.028,948.838,1226.257,835.8700000000001,1085.67,1187.658,823.615,938.8979999999999,832.899,1089.931,954.098,839.9760000000001,935.971,689.271,899.87,739.473,715.284,657.3409999999999,1476.37,827.9230000000001,703.75,707.8969999999999,478.768,739.12,907.344,767.187,786.156,646.932,992.524,1069.777,1039.549,848.6100000000001,773.8510000000001,904.342,1025.417,1218.036
(US$ Milhões / US$ Millions),573.5,509.969,474.159,539.518,507.626,386.179,345.875,440.298,416.662,511.359,438.381,423.86,612.938,415.815,422.542,495.299,451.62,514.095,653.383,587.238,714.205,665.367,627.543,648.29,681.0,411.0,673.0,361.0,586.0,571.0,652.0,548.0,680.0,499.0,377.0,546.0,372.0,369.0,448.0,383.0,443.0,534.0,403.0,556.0,620.0,409.0,488.0,569.0,563.0,556.0,731.0,457.0,752.0,640.0,553.0,764.0,594.0,814.0,757.0,865.0,796.0,604.0,753.0,706.0,484.0,949.0,627.0,488.0,704.0,1177.0,843.0,743.0,945.938,544.591,463.936,616.32,759.757,685.512,582.047,537.597,522.876,603.985,543.473,501.933,525.605,379.241,717.525,480.223,421.377,472.601,391.792,380.34,376.554,392.683,299.064,433.959,311.848,520.444,910.737,655.785,633.842,835.081,792.354,867.629,937.277,817.746,884.471,1177.935,1008.397,757.734,1010.002,895.563,1014.457,1224.268,1034.854,866.389,763.031,794.046,684.59,820.491,782.685,784.289,1039.78,771.684,979.334,1089.516,732.024,808.957,661.682,810.083,714.408,641.228,670.21,568.34,736.157,639.274,602.894,574.456,1097.465,633.854,577.733,579.465,411.937,545.678,645.938,599.183,535.88,479.215,683.169,676.251,729.837,571.89,519.367,596.661,611.978,733.948
Importações / Imports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laminados / Rolled Products,277.653,294.211,271.067,329.344,264.948,238.591,381.225,336.01099999999997,362.24199999999996,412.981,304.53,220.56,310.731,249.13799999999998,315.09999999999997,364.723,414.01899999999995,323.275,407.39,372.753,374.495,331.31500000000005,287.53299999999996,212.81,379.216,313.425,297.139,418.51800000000003,304.61,327.957,267.486,200.92700000000002,190.3,189.48399999999998,133.904,112.751,104.134,87.16,147.40500000000003,110.66,166.22000000000003,90.08700000000002,110.63999999999999,109.518,152.007,215.61199999999997,191.425,148.904,206.907,161.02,231.92900000000003,151.337,206.44400000000002,180.211,201.849,189.522,219.719,184.95499999999998,164.39499999999998,144.457,215.238,146.719,211.809,198.874,199.889,227.85399999999998,212.986,181.575,188.76899999999998,122.84900000000002,170.448,157.26300000000003,174.08499999999998,176.04700000000003,195.793,180.498,230.696,166.414,199.307,181.831,182.094,208.66899999999998,125.72800000000001,132.611,229.25499999999997,148.123,142.131,148.212,147.797,186.83100000000002,143.046,129.152,140.39600000000002,139.528,198.349,204.925,276.499,236.843,328.818,285.27,396.813,420.15700000000004,395.78099999999995,349.179,325.906,301.33000000000004,400.384,308.195,294.901,291.38,237.26999999999998,221.745,267.451,190.25300000000001,212.19799999999998,311.805,232.92000000000002,317.39300000000003,267.599,296.771,334.37600000000003,260.556,326.171,323.356,334.135,331.23,378.781,411.57,518.187,339.40299999999996,353.562,479.679,320.44000000000005,351.429,406.995,422.01099999999997,431.072,335.735,379.721,492.67900000000003,479.577,484.974,370.542,295.03700000000003,457.111,404.477,583.807,514.655,622.927,595.038,501.58,393.137,409.79699999999997,459.278,439.24399999999997,368.057
Planos / Flat Products,140.752,155.91299999999998,140.296,188.103,148.58599999999998,133.037,222.136,251.93699999999998,225.803,260.75399999999996,139.008,117.529,159.80700000000002,158.77599999999998,218.04799999999997,193.787,283.20899999999995,187.424,254.026,213.884,242.345,191.95700000000002,173.21999999999997,139.791,212.36299999999997,213.251,186.57300000000004,190.56900000000002,211.297,212.172,188.783,122.324,112.711,110.166,88.15400000000001,69.709,53.70099999999999,40.011,73.13000000000001,66.273,71.134,46.39000000000001,61.236999999999995,70.813,89.87599999999999,165.69199999999998,117.711,107.329,152.454,81.411,138.62300000000002,99.651,144.20700000000002,131.20700000000002,149.512,150.861,171.177,148.069,123.77799999999999,105.931,149.785,86.764,151.326,154.387,138.651,157.47599999999997,141.589,136.494,140.29199999999997,78.99300000000001,120.01200000000001,115.76900000000002,118.178,119.57000000000001,145.966,119.822,156.838,94.824,128.545,120.10399999999998,114.555,155.94,77.093,81.006,148.17899999999997,92.50499999999998,94.947,91.934,105.15299999999999,129.781,110.22500000000001,91.347,106.197,95.874,131.496,130.815,201.24699999999999,133.755,182.86100000000002,174.607,230.209,265.769,250.96099999999998,226.536,205.329,147.485,285.976,196.884,206.07600000000002,180.34799999999998,158.933,152.237,174.425,140.93200000000002,152.153,187.366,145.602,211.75400000000002,187.734,204.394,220.20100000000002,183.202,212.343,195.877,245.123,241.75,240.195,271.955,342.421,236.38199999999998,243.405,317.548,183.348,237.442,297.657,288.666,286.798,248.92399999999998,257.04,338.946,335.145,332.08,254.63299999999998,189.203,307.218,289.876,424.24000000000007,359.795,495.779,440.985,367.289,300.339,306.313,314.817,343.96,260.16
Longos / Long Products,136.901,138.298,130.771,141.24099999999999,116.362,105.554,159.089,84.074,136.439,152.227,165.522,103.031,150.924,90.362,97.05199999999999,170.936,130.81,135.851,153.364,158.869,132.15,139.358,114.313,73.019,166.853,100.17399999999999,110.56599999999999,227.949,93.313,115.785,78.703,78.60300000000001,77.589,79.318,45.75,43.042,50.43300000000001,47.149,74.275,44.387,95.08600000000001,43.697,49.403,38.705,62.131,49.92,73.714,41.575,54.453,79.60900000000001,93.306,51.686,62.237,49.004000000000005,52.336999999999996,38.661,48.542,36.885999999999996,40.617,38.525999999999996,65.453,59.955,60.483000000000004,44.486999999999995,61.238,70.378,71.39699999999999,45.081,48.477000000000004,43.856,50.436,41.494,55.907,56.477000000000004,49.827,60.676,73.858,71.59,70.762,61.727000000000004,67.539,52.729,48.635000000000005,51.605,81.076,55.618,47.184,56.278,42.644000000000005,57.05,32.821,37.805,34.199,43.653999999999996,66.853,74.11,75.25200000000001,103.088,145.957,110.663,166.604,154.388,144.82,122.643,120.577,153.845,114.408,111.311,88.825,111.032,78.337,69.508,93.02600000000001,49.321,60.045,124.439,87.318,105.63900000000001,79.865,92.37700000000001,114.175,77.354,113.828,127.479,89.012,89.48,138.586,139.615,175.76600000000002,103.02099999999999,110.157,162.131,137.092,113.987,109.33800000000001,133.345,144.274,86.811,122.681,153.733,144.432,152.894,115.909,105.834,149.893,114.601,159.567,154.86,127.148,154.053,134.291,92.798,103.484,144.461,95.284,107.897
"Semiacabados P/ Vendas /
Semifinished Products for Sale",1.196,0.16,0.288,0.523,1.496,1.723,0.685,1.259,1.736,0.41100000000000003,1.005,0.204,0.521,0.967,0.355,0.341,1.79,1.911,1.317,0.326,1.435,2.906,1.9129999999999998,0.668,2.122,1.24,1.971,17.147000000000002,2.8209999999999997,1.92,2.907,3.456,34.016,2.283,1.875,2.227,0.8640000000000001,0.997,27.222,1.606,2.415,2.316,0.865,0.372,53.887,66.575,36.486,51.829,1.583,0.175,35.401,1.92,26.306,12.228,2.092,1.362,1.586,0.89,1.405,1.272,1.919,11.314,1.167,3.733,42.148,2.757,3.191,64.075,36.341,1.912,1.318,2.951,2.91,27.528,36.869,63.765,1.883,1.251,1.861,68.985,2.3529999999999998,0.919,2.317,0.733,0.499,2.733,1.349,38.228,1.889,3.58,2.847,0.831,2.127,23.438,1.1769999999999998,0.895,49.053000000000004,98.28200000000001,71.433,70.378,153.587,142.491,115.85799999999999,112.112,31.932,67.66799999999999,35.948,0.39,0.818,15.731,6.54,0.909,8.406,6.42,57.556000000000004,6.756,2.094,3.4200000000000004,58.163,41.458000000000006,42.85,64.501,6.482,79.271,54.273,50.525999999999996,102.69,84.159,31.279,83.59400000000001,2.308,31.006,46.084,94.51299999999999,78.65400000000001,26.648,129.76,92.154,211.56400000000002,153.399,175.489,116.94800000000001,28.223000000000003,34.07,94.346,64.21300000000001,78.991,29.094,76.797,0.728,114.458,97.918,36.111,14.085,29.424,14.518
Total (Mil t / Thousand Tonnes),278.84900000000005,294.37100000000004,271.355,329.867,266.44399999999996,240.31400000000002,381.91,337.27,363.97799999999995,413.392,305.53499999999997,220.764,311.252,250.105,315.455,365.064,415.80899999999997,325.186,408.707,373.079,375.93,334.22100000000006,289.44599999999997,213.478,381.338,314.665,299.11,435.665,307.43100000000004,329.877,270.393,204.383,224.316,191.76699999999997,135.779,114.97800000000001,104.998,88.157,174.62700000000004,112.26599999999999,168.63500000000002,92.40300000000002,111.50499999999998,109.89,205.894,282.18699999999995,227.911,200.733,208.49,161.19500000000002,267.33000000000004,153.25699999999998,232.75000000000003,192.43900000000002,203.941,190.884,221.305,185.84499999999997,165.79999999999998,145.72899999999998,217.157,158.033,212.976,202.607,242.037,230.611,216.177,245.64999999999998,225.10999999999999,124.76100000000002,171.76600000000002,160.21400000000003,176.99499999999998,203.57500000000002,232.662,244.26299999999998,232.579,167.665,201.16799999999998,250.81599999999997,184.447,209.588,128.04500000000002,133.344,229.75399999999996,150.856,143.48,186.44,149.686,190.41100000000003,145.893,129.98299999999998,142.52300000000002,162.96599999999998,199.52599999999998,205.82000000000002,325.552,335.125,400.251,355.64799999999997,550.4,562.648,511.63899999999995,461.29099999999994,357.838,368.99800000000005,436.332,308.585,295.719,307.111,243.80999999999997,222.654,275.857,196.673,269.75399999999996,318.56100000000004,235.014,320.81300000000005,325.762,338.22900000000004,377.22600000000006,325.057,332.653,402.627,388.408,381.75600000000003,481.471,495.729,549.466,422.99699999999996,355.87,510.68499999999995,366.52400000000006,445.94199999999995,485.649,448.659,560.832,427.889,591.2850000000001,646.078,655.066,601.922,398.765,329.107,551.457,468.69,662.798,543.749,699.724,595.766,616.038,491.055,445.90799999999996,473.363,468.66799999999995,382.57500000000005
(US$ Milhões / US$ Millions),369.978,311.089,322.156,373.559,342.873,354.886,434.529,391.814,368.161,417.845,336.168,258.366,349.036,279.096,343.111,396.968,390.672,330.459,396.113,367.931,370.089,345.049,302.616,237.917,384.0,324.0,306.0,369.0,283.0,283.0,283.0,202.0,188.0,185.0,159.0,144.0,123.0,106.0,151.0,126.0,155.0,104.0,132.0,123.0,158.0,181.0,172.0,152.0,174.0,132.0,218.0,151.0,219.0,185.0,198.0,209.0,215.0,186.0,177.0,168.0,241.0,181.0,224.0,226.0,233.0,234.0,240.0,251.0,231.0,178.0,204.0,167.0,212.029,205.436,215.534,226.883,237.079,180.271,220.66,231.475,210.793,218.645,156.337,147.825,231.293,165.399,176.614,184.921,165.384,183.404,170.128,152.311,173.079,165.387,196.342,207.607,290.486,296.619,362.828,342.848,488.42,500.246,480.486,462.547,414.374,421.255,532.141,398.614,407.325,429.8,374.817,350.539,429.479,311.77,410.692,461.583,372.288,454.188,432.245,439.062,491.064,371.082,478.707,473.89,499.554,445.185,547.192,616.096,564.946,466.442,401.976,551.408,405.946,490.167,451.686,450.455,535.047,423.045,611.52,580.893,570.016,579.336,403.316,371.616,543.117,488.796,546.713,482.598,588.03,542.779,558.933,418.506,417.308,474.214,398.547,380.648
Consumo Aparente / Apparent Consumption (***),2167.705,2069.84,2330.9139999999998,2402.633,2456.82,2358.624,2473.819,2559.0389999999998,2470.893,2548.795,2239.78,1939.096,2150.569,2117.975,2289.976,2232.322,2368.86,1948.193,2251.464,2089.052,2237.666,2241.4790000000003,1952.0,1726.103,2047.7359999999999,1873.938,2225.3959999999997,1972.6119999999999,1825.8029999999999,1795.821,1692.653,1772.933,1704.892,1639.727,1503.2559999999999,1240.596,1351.646,1380.888,1671.761,1515.812,1559.664,1601.469,1526.651,1615.748,1657.636,1640.345,1577.741,1420.621,1473.94,1432.82,1753.306,1386.615,1642.48,1711.3670000000002,1661.4189999999999,1769.502,1795.286,1683.008,1633.824,1579.829,1690.286,1624.245,1848.2020000000002,1744.9520000000002,1395.4589999999998,2047.315,1890.9,1952.049,1898.921,1773.931,1760.489,1580.1259999999997,1617.662,1697.527,1839.706,1719.781,1790.101,1746.0330000000001,1761.184,1830.5520000000001,1797.115,1864.047,1752.141,1560.7060000000001,1777.397,1718.407,1656.097,1140.758,1366.877,1762.391,1907.9099999999999,1907.279,2030.752,2084.694,2049.615,2046.652,2226.762,2127.2560000000003,2410.712,2215.335,2490.6279999999997,2480.172,2303.8540000000003,2250.068,2113.116,1981.318,2018.8029999999999,1719.143,1782.226,1859.944,2106.67,1975.366,2055.4449999999997,1965.265,1962.1640000000002,2143.292,2063.918,2025.545,1915.916,1678.3619999999999,1927.82,1731.061,2156.4809999999998,1908.502,2042.761,1972.292,1994.3120000000001,2130.662,2177.995,2008.8540000000003,1982.969,1945.885,1940.7640000000001,1933.375,2111.994,2165.147,2155.354,2189.6530000000002,2294.071,2458.971,2386.419,2428.878,2191.384,1852.344,2154.473,2102.1259999999997,2392.581,2173.898,2407.404,2423.68,2334.975,2182.656,2262.049,2275.428,2150.074,1923.2200000000003
"Planos / Flat Products
(Inclui Placas / Included Slabs)",1261.809,1195.402,1311.942,1367.514,1403.178,1375.828,1392.466,1493.575,1436.087,1464.259,1244.3180000000002,1169.231,1223.523,1201.133,1349.932,1281.217,1387.122,1095.204,1276.724,1125.969,1270.204,1233.202,1071.718,1004.803,1169.841,1105.861,1281.318,1027.927,1030.532,1002.641,921.99,964.71,910.796,905.522,868.857,729.624,748.242,767.521,923.666,811.214,840.836,880.284,861.816,936.017,969.391,1013.425,937.401,861.306,904.897,803.185,1042.484,781.336,978.664,1033.515,996.741,1096.16,1049.698,989.284,988.004,1023.526,986.337,936.418,1127.948,1053.64,789.149,1243.767,1130.036,1157.994,1111.902,1068.96,1103.682,1019.523,909.245,1023.42,1114.533,998.61,1074.209,1049.394,1020.933,1066.303,1037.632,1119.022,1018.811,937.183,1060.483,1000.632,993.168,600.638,729.804,973.924,1037.416,1067.831,1211.588,1203.871,1187.002,1226.138,1351.211,1227.825,1415.434,1282.132,1450.511,1460.426,1300.249,1267.103,1222.477,1089.49,1192.327,1003.506,1045.122,1089.202,1214.76,1119.517,1157.857,1149.42,1133.419,1241.884,1210.47,1218.456,1134.656,1061.293,1174.437,1030.293,1221.432,1113.504,1227.408,1180.878,1177.958,1246.233,1308.083,1200.582,1193.757,1211.144,1163.672,1161.903,1291.5610000000001,1300.7160000000001,1288.001,1326.462,1347.03,1459.595,1474.846,1463.332,1313.4189999999999,1154.703,1294.454,1266.417,1468.825,1299.392,1519.905,1504.483,1370.203,1318.072,1355.987,1368.134,1361.917,1241.505
"Longos / Long Products
(Inclui Blocos e Tarugos / Included Ingots, Blooms and Billets)",905.896,874.438,1018.972,1035.119,1053.642,982.796,1081.353,1065.464,1034.806,1084.536,995.462,769.865,927.046,916.842,940.0440000000001,951.105,981.738,852.989,974.74,963.083,967.462,1008.277,880.282,721.3,877.895,768.077,944.078,944.685,795.271,793.18,770.663,808.223,794.096,734.205,634.399,510.972,603.404,613.367,748.095,704.598,718.828,721.185,664.835,679.731,688.245,626.9200000000001,640.34,559.315,569.043,629.635,710.822,605.279,663.816,677.852,664.678,673.342,745.588,693.724,645.82,556.303,703.949,687.827,720.254,691.312,606.31,803.548,760.864,794.055,787.019,704.971,656.807,560.6029999999998,708.417,674.107,725.173,721.171,715.892,696.6390000000001,740.251,764.249,759.483,745.025,733.33,623.523,716.914,717.775,662.929,540.12,637.073,788.467,870.494,839.448,819.164,880.823,862.613,820.514,875.551,899.431,995.278,933.203,1040.117,1019.746,1003.605,982.965,890.639,891.828,826.476,715.637,737.104,770.742,891.91,855.849,897.588,815.845,828.745,901.408,853.448,807.089,781.26,617.069,753.383,700.768,935.049,794.998,815.353,791.414,816.354,884.429,869.912,808.272,789.212,734.741,777.092,771.4720000000001,820.433,864.4309999999999,867.353,863.191,947.041,999.376,911.573,965.5459999999999,877.9649999999999,697.641,860.019,835.709,923.756,874.506,887.499,919.197,964.772,864.584,906.062,907.294,788.157,681.715
(*) Exclui as vendas para dentro do parque. / Excludes intra steel companies sales.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(**) Vendas faturadas pelas usinas. / Sales invoiced by mills.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(***) Vendas Internas + Importação por Distribuidores e Consumidores. / Domestic Sales + Import by Distributors and Consumers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nota / Note: Compreende os dados da laminadora SILAT a partir de dezembro de 2020, adquirida pela Gerdau / Comprises the SILAT's data starting from december 2020, bougth by Gerdau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonte / Source: Aço Brasil / MDIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
